codigo,titulo,diretor,pais,ano,duracao,produtora,festivais,premios,data_lancamento,tipo_duracao
148,Amarelo manga,Cl&aacute;udio Assis,Brasil,2003,100,Olhos de Cão Produções Cinematográficas,Não informado,"- Melhor Filme - Fórum do Novo Cinema, concedido pela Federação Internacional dos Cinemas de Arte (CICAE) - 53o Festival de Berlim - Alemanha (2003)- Melhor Filme - 15o Festival de Cinema Latino-Americano de Toulouse - França (2003)- Melhor Filme de Diretor Estreante - Opera Prima - 25o Festival Internacional del Nuevo Cine Latinoamericano - Havana, Cuba (2003)- Melhor Filme e Melhor Ator - 7º Festival de Cinema Luso Brasileiro de Santa Maria da Feira - Portugal (2003)- Melhor Filme, Melhor Filme na escolha da Crítica, Melhor Filme na escolha do Público, Melhor Ator, Melhor Fotografia e Melhor Montagem - 35o Festival de Brasília - Brasil (2002)- Melhor Filme, Melhor Direção, Melhor Roteiro, Melhor Fotografia, Melhor Direção de Arte, Melhor Figurino, Melhor Música, Melhor Ator, Melhor Atriz, Melhor Montagem - 13o CineCeará - Brasil (2003)- Melhor Fotografia - 7o Festival de Cinema Brasileiro de Miami - EUA (2003)- Melhor Diretor e Melhor Montagem - APCA - Associação Paulista de Críticos de Arte - São Paulo, Brasil (2003)- Melhor Filme na escolha do público - Festival SESC dos Melhores Filmes - São Paulo, Brasil (2003)- Melhor Fotografia - Grande Prêmio TAM do Cinema Brasileiro - Rio de Janeiro, Brasil (2004)",2003-08-15,Longa-metragem
149,A canga,Marcus Vilar,Brasil,2000,12,Não informado,Não informado,"-Prêmio Especial do Júri no Festival de Cinema de Santa Maria da Feira, em Portugal, realizado em abril de 2001.-Melhor filme no Cine Ceará, realizado em junho de 2001-Melhor Música, Prêmio Aquisição Canal Brasil e Júri Popular, no Festival de Cinema de Gramado, realizado em agosto de 2001-Prêmio da ABD-SP, Prêmio Menção Honrosa da TV Cultura, e Prêmio do Júri Popular, no Festival Internacional de Curtas-Metragens de São Paulo, realizado em agosto de 2001.-Melhor fotografia, Melhor adaptação Literária e Prêmio Glauber Rocha - Melhor da Jornada, na Jornada de Cinema da Bahia, realizado em setembro de 2001-Prêmio Aquisição do Ministério da Cultura, no Festival de Cinema de Vitória, realizado em outubro de 2001-Prêmio de Melhor Direção, no Festival de Cinema de Cuiabá, realizado em novembro de 2001.-Prêmio de Melhor Direção, no Festival de Cinema de Recife, realizado em abril de 2002.-Prêmio de Melhor filme, no Festival de Cinema de Florianópolis, realizado em maio de 2002.-Prêmio de Melhor filme, no Festival Internacional do Meio Ambiente, realizado em maio de 2002,  na cidade de Goiás Velho, Goiás. -Prêmio de Melhor Direção, no Festival Internacional  de Cinema Brasileiro, em Miami, realizado em maio de 2002.",,Curta-metragem
150,"Batismo de Carmencita, 25 de junho de 1921",Autoria desconhecida,Brasil,1921,2,Não informado,Não informado,Não informado,,Curta-metragem
151,Exemplo regenerador,Jos&eacute; Medina,Brasil,1919,7,Não informado,Não informado,Não informado,,Curta-metragem
152,Brasilianas: Aboio e Cantigas,Humberto Mauro,Brasil,1954,10,Não informado,Não informado,Não informado,,Curta-metragem
153,"Brasilianas: Canções Populares - ""Chuá Chuá..."" e ""Casinha Pequenina""",Humberto Mauro,Brasil,1945,7,Não informado,Não informado,Não informado,,Curta-metragem
154,Alma carioca - Um choro de menino,William C&ocirc;go,Brasil,2002,5,Não informado,Não informado,Não informado,,Curta-metragem
155,"Brasilianas: Canções Populares - ""Azulão"" e ""O Pinhal""",Humberto Mauro,Brasil,1948,8,Não informado,Não informado,Não informado,,Curta-metragem
156,Cafuné,Bruno Vianna,Brasil,2006,71,Não informado,Não informado,Não informado,,Longa-metragem
157,Disfarce explosivo,M&aacute;rio Galindo,Brasil,2000,7,Não informado,Não informado,"-5º Festival de Cinema, Vídeo e Dcine de Curitiba  - Melhor Filme pelo Voto do Júri Popular  -9º Anima Mundi - Rio de Janeiro - 2º Melhor Animação Infantil-9º Anima Mundi - São Paulo - 3º Melhor Animação Infantil-9º Anima Mundi - Rio/São Paulo - Prêmio CTAV Melhor Filme Brasileiro",,Curta-metragem
158,Brasilianas: Cantos de Trabalho - Música Folclórica Brasileira,Humberto Mauro,Brasil,1955,10,Não informado,Não informado,Não informado,,Curta-metragem
159,Mina de fé,Luciana Bezerra,Brasil,2003,15,Não informado,Não informado,Não informado,,Curta-metragem
160,Brasilianas: Engenhos e Usinas - Música Folclórica Brasileira,Humberto Mauro,Brasil,1955,8,Não informado,Não informado,Não informado,,Curta-metragem
161,Bete Balanço,Lael Rodrigues,Brasil,1984,72,Não informado,Não informado,"-Prêmio Air France de Cinema de Melhor atriz para Bloch, Débora, 1984, RJ.",,Longa-metragem
162,Brasilianas: Manhã na Roça - Carro de Bois,Humberto Mauro,Brasil,1956,8,Não informado,Não informado,Não informado,,Curta-metragem
163,Brasilianas: Meus Oito Anos - Canto Escolar,Humberto Mauro,Brasil,1956,11,Não informado,Não informado,Não informado,,Curta-metragem
164,O chamado de Deus,Jos&eacute; Joffily,Brasil,2000,80,Não informado,Não informado,-Prêmio Margarida de Prata - Confederação Nacional dos Bispos do Brasil-Festival de Brasília - Melhor Documentário e Melhor Montagem,,Longa-metragem
165,Estorvo,Ruy Guerra,Brasil,1998,95,Não informado,Não informado,"-Melhor Fotografia, Melhor Trilha Musical e Prêmio RGE de Melhor Fotografia - Festival de Gramado 2000-Melhor Direção - Festival de Huelva 2000-Melhor Direção e Melhor Fotografia - Assoc. de Críticos de Arte de SP 2000",,Longa-metragem
166,Samba Riachão,Jorge Alfredo,Brasil,2001,86,Não informado,Não informado,"Festival de Brasília -Melhor filme (júri oficial), Melhor filme (júri popular), Melhor Montagem e Prêmio CinemarkÉ Tudo Verdade (2002)  - Prêmio Tv Cultura de Documentário",,Longa-metragem
449,Dedicatórias,Eduardo Vaisman,Brasil,1997,15,Não informado,Não informado,Não informado,,Curta-metragem
450,A vingança da bibliotecária,Santiago Dellape,Brasil,2005,5,Lumiô Filmes e Afonso Jr. Produções,Não informado,Não informado,,Curta-metragem
451,O livro,Aleques Eiterer,Brasil,1999,16,Não informado,Não informado,Não informado,,Curta-metragem
167,Acossada,Karen Akerman e Karen Black,Brasil,2005,7,Não informado,Não informado,-Melhor filme no Festival Cineesquemanovo,,Curta-metragem
168,O Catedrático do samba,Alessandro Gamo e Noel Carvalho,Brasil,1999,23,Não informado,Não informado,"-Prêmios de Contribuição Cultural e de Montagem no VI Festival Brasileiro de Cinema Universitário, Rio de Janeiro, 2001.",,Curta-metragem
169,O homem nu,Hugo Carvana,Brasil,1997,75,Não informado,Não informado,Não informado,,Longa-metragem
170,Isabel e o cachorro flautista,Christian Saghaard,Brasil,2004,14,Não informado,Não informado,"-Contemplado pelo Edital Curta Criança 2003, de Realização de Curtas Metragens com Temática Infanto-Juvenil - Promovido pelo MINCe TVE Rede Brasil.",,Curta-metragem
171,Fragmentos da vida,Jos&eacute; Medina,Brasil,1929,30,Não informado,Não informado,Não informado,,Média-metragem
172,Terra estrangeira,Walter Salles,Brasil,1995,100,Não informado,Não informado,"-Grande Prêmio do Público no Paris Internacional Film Forum, 1995 - FR. -Prêmio APCA, 1995, SP, de Melhor filme.-Melhor filme no Festival de Gramado, 23, 1995, RS.-Margarida de Prata, 1996, RJ, da Conferência Nacional dos Bispos do Brasil de Melhor Filme Nacional.-Grande Prêmio do Público e Prêmio Especial do Júri no Festival de Belfort - FR.-Grande Prêmio de Público no Festival de Bérgamo - IT.-Karibu Award no Cinema Novo Festival - BE.-Câmera de Prata no International Film Camara Festival - MK.-Melhor Roteiro no Festival de Providence - US.-Melhor Filme Ibero-Americano no Festival Cinematográfico Internacional do Uruguai - UY.",,Longa-metragem
173,Historietas assombradas (para crianças malcriadas),Victor-Hugo Borges,Brasil,2005,15,Glaz Entretenimento,---,"Finalista do Prix Jeunesse 2006, Munique, Alemanha (categoria Ficção, 7-11 anos). Melhor Animação (Júri Oficial), Vitória Cine Vídeo. Melhor Curta (Júri Popular), Melhor Animação (Júri Oficial) e Prêmio Quanta, Florianópolis Audiovisual Mercosul. Melhor Curta (Júri Oficial e Júri Popular Infantil), Goiânia Mostra Curtas. Prêmio Top Cuiabá (Prêmio do Público), Festival de Cinema e Vídeo de Cuiabá. Prêmio do Público (2º lugar) e Prêmio Aquisição Canal Brasil, Mostra de Cinema de Tiradentes. Melhor Curta e Melhor Animação, Mostra Audiovisual de Cambuquira. Melhor Som, Cine PE – Recife. Prêmio do Público, Prêmio CTAv, Prêmio Porta Curtas Petrobras e Prêmio ABD&C-RJ, Festival do Rio. Melhor Curta (Júri Popular), CineEsquemaNovo – Porto Alegre. Menção Honrosa (crítica), Curta Cinema – Rio de Janeiro. Prêmio do Público e Prêmio TV Cultura, Festival Internacional de Curtas Metragens de São Paulo. Seleção Oficial, Festival de Drama (Grécia). Seleção Oficial, Festival de Seul (Coréia do Sul). Seleção Oficial, Animadrid (Espanha). Melhor Animação, Cineport – Lagos (Portugal). Prêmio Fiesp – Melhor Curta Metragem do Cinema Paulista 2005. Melhor Animação Infantil, Granimado.",,Curta-metragem
174,Tudo é Brasil,Rog&eacute;rio Sganzerla,Brasil,1997,82,Não informado,Não informado,"-Festival de Brasilia 1998 - Melhor Montagem, Premio da Crítica e Pesquisa Histórica-Associação Paulista de Críticos de Arte (APCA) 1998 - Premio de Melhor Montagem",,Longa-metragem
175,O nordestino e o toque de sua lamparina,&Iacute;talo Maia,Brasil,1998,8,Não informado,Não informado,PRÊMIO ESPECIAL DO JÚRI3º FESTIVAL DE CINEMA NACIONAL DO RECIFE12 a 21/março/99  Recife/PePRÊMIO REVELAÇÃO5º VITÓRIA CINE VÍDEO16 a 21/novembro/98 - Vitória-EsMENÇÃO HONROSA26º FESTIVAL DE GRAMADO - CINEMA LATINO E BRASILEIRO8 a 16/agosto/98 - Gramado-RSMELHOR FILME DE ANIMAÇÃOVIII CINE CEARÁ - FESTIVAL NACIONAL DE CINEMA E VÍDEO29/maio a 4/junho/98 - Fortaleza-Ce,,Curta-metragem
176,Mitos do mondo: como surgiu a noite?,Andr&eacute;s Lieban,Brasil,2005,6,2D Lab/ Laboratorio de Desenhos,Não informado,"2005 - Anima Mundi - 3º Colocado, Animação Infantil, Juri Popular2005 - Chicago International Children’s Film Festival - 1º Colocado, Produção de Animação para TV, Juri Adulto",,Curta-metragem
177,Linguagem de Orson Welles,Rog&eacute;rio Sganzerla,Brasil,1991,15,Não informado,Não informado,Não informado,,Curta-metragem
178,O tamanho que não cai bem,Tadao Miaqui,Brasil,2001,9,Não informado,Não informado,-Prêmio Especial do Júri - 29º Festival de Gramado-Melhor Curta-Metragem Gaúcho - 29º Festival de Gramado-Prêmio de Melhor Animação - 5º Vide-Vídeo do Rio de Janeiro-Menção honrosa - 34º Festival de Cinema de Brasília-Prêmio Mejor Película Hecha por Niños y Jovenes - VI Festival de Cine Infantil de Ciudad de Guayana - Venezuela-Menção Honrosa - IV Mostra Taguatinga de Curta-Metragem,,Curta-metragem
179,Caçadores de Saci,Sofia Federico,Brasil,2005,13,Não informado,Não informado,Não informado,,Curta-metragem
445,Geraldo Filme,Carlos Cortez,Brasil,1998,52,Não informado,Não informado,Não informado,,Média-metragem
180,Maré capoeira,Paola Leblanc,Brasil,2005,15,Franco Produções,Não informado,Barrilete de Oro -  Mejor Documental - Festival Internacional de Cine para Niños - Buenos Aires 2006Prêmio do Jury Infantil - Hamburgo 2006Prêmio do Jury Infantil - Oberhausen 2006Prêmio Curta Criança - Minc/ TVE 2005,,Curta-metragem
181,Dona Cristina perdeu a memória,Ana Luiza Azevedo,Brasil,2002,13,Casa de Cinema de Porto Alegre,Não informado,"-8º Prêmio Iecine (Governo do Estado/ RS), 2000 - Apoio à Produção-30º Festival de Gramado, 2002 - Melhor Direção de Curta e Melhor Direção de Arte de Curta-13º Festival Internacional de Curtas de São Paulo, 2002 -  Destaque do Jurí Popular (entre 10 filmes mais votados) e Prêmio Aquisição Canal Brasil-35º Festival do Cinema Brasileiro de Brasília, 2002 - Melhor Curta (Prêmio da Crítica) e Prêmio ANDI Cinema pela Infância-3º Fluxus, Festival Internacional de Cinema na Internet, 2002 - Melhor E-cinema (ficção, experimental, vídeo-arte)-3º Prêmio APTC, 2002 - Melhor Filme, Melhor Direção e Melhor Roteiro-7º Cine PE - Festival do Audiovisual - Recife, 2003 - Melhor Filme e Melhor Direção, Prêmio ABD-12º Divercine - Festival Internacional de Cine para Ninõs, Montevideo, Uruguay, 2003 - Melhor Curta de ficção, Prêmio OCIC-2º Festival de Cinema e Vídeo de Campo Grande - Melhor curta-metragem (prêmio do juri popular)",,Curta-metragem
182,Rossi atualidades Nº126,Jos&eacute; Medina,Brasil,1926,4,Não informado,Não informado,Não informado,,Curta-metragem
183,Paisagem de meninos,Fernando Severo,Brasil,2003,25,Não informado,Não informado,"Festival de Cinema de Gramado (2003) :- Melhor Média-metragem- Melhor Roteiro- Melhor Ator         -    Prêmio Especial do Júri (Direção de Arte)Festival de Cinema, Vídeo e Dcine de Curitiba (2005) :       -  Melhor Filme do Festival dos Festivais.",,Curta-metragem
184,O prisioneiro da grade de ferro (Auto-retratos),Paulo Sacramento,Brasil,2004,123, Olhos de Cão Produções Cinematográficas,8º Festival Internacional de Documentários -É Tudo Verdade31º Festival de Cinema de Gramado60a. Mostra Internacionale d’Arte Cinematografica di Venezia (Itália)27º Festival des Films du Monde de Montreal (Canadá)Festival de Biarritz (França)Festival do RioFestival International de Documentários de Amsterdam (Holanda)Festival Internazionale Filmmaker - Milão (Itália)Forum Doc BHFestival Internacional del Nuevo Cine Latinoamericano - Havana (Cuba)Festival Internacional de Programmes Audiovisuels - FIPA (França)7a. Mostra de Cinema de Tiradentes 27th Goteborg Film Festival (Suécia)Human Rihts Watch (Suíça)Tessaloniki Documentary Festival (Grécia)Muestra de Cine Mexicano e Iberoamericano en Guadalajara (México)Rencontres Cinémas d'Amérique Latine deToulouse (França)The Amnesty Internacional Film Festival in Amsterdam(Holanda)International Film Festival of UruguayBuenos Aires Festival Internacional de Cine Independente (BACIFI) (Argentina)7º Festival de Málaga (Espanha) Enc Del Outro Cine Quito (Equador) 6º Festival de Cinéma Brésilien de Paris (França)Tribeca Film Festival (EUA)Festival de Cinema Brasileiro de MiamiPremiere Brasil – NY (EUA)Mostra de Cinema Brasileiro na América Latina (Cidade do México - México)8º Los Angeles Latino Internacional  Film Festival (LA) 4º Festival de Cinema Brasileiro em IsraelMostra de Cinema Brasileiro na América Latina (Lima – Perú)8º Encuentro Latinoamericano de Cine de Lima (Perú)Mostra de Cinema Brasileiro na América Latina (Buenos Aires - Argentina)Festival Internacional de HelsinkiReel Afirm. Festival (Washington) (EUA)Festival de Haifa / Israel20th Warsaw International Film Festival (Inglaterra)18TH Leeds International Film Festival (Inglaterra)Puerto Vallarta Film Festival of the Americas – (Mexico) 20º Festival Internacional de Cinema de Santa Bárbara (EUA)Festival Internacional de Cine Contemporâneo (México)1a. Mostra Cine Brasil ( Bogotá - Colômbia)Festivalíssimo (Montreal - Canadá)6º Festival Internacional de Lãs Palmas Gran Canarias (Espanha)Mostra Cinemateca Centro Galego de Arte da Imagem (Espanha)Festival Internacional de Cine Documental (Quito - Equador)New Brasil / The UK Brasilian Film Festival (Inglaterra)Ano do Brasil na França,"- Melhor Filme - Golden Owl Awards - Feature Film Competition  - 18º Leeds International Film Festival - Leeds, REINO UNIDO (2004)- Melhor Documentário - Diretor Estreante - 8º Los Angeles Latino International Film Festival - EUA (2004)- Melhor Diretor Estreante de Documentário - Tribeca Film Festival - New York, EUA (2004)- Melhor Documentário - 7º Festival de Málaga - Espanha (2004)- Menção Especial - Future Film Festival / Digital Awards - 60a. Mostra Internacionale d´Arte Cinematografica di Venezia ¬ Itália (2003)- Melhor Documentário - Prêmio da Crítica - 31º Festival de Cinema de Gramado - RS, Brasil (2003)- Medalha de Prata - Filmmaker Doc Festival - Itália (2003)- Melhor Filme Internacional, Melhor Filme Brasileiro, Prêmio ABD e Prêmio Ministério da Cultura - É Tudo Verdade - 8º Festival Internacional de Documentários - SP/RJ, Brasil (2003)- Prêmio Especial do Júri - Festival do Rio - RJ, Brasil (2003)- Melhor Diretor Estreante - APCA - Associação Paulista de Críticos de Arte, São Paulo (Brasil, 2004)",2004-04-16,Longa-metragem
443,Jorjão,Paulo Tiefenthaler,Brasil,2005,18,PAULO TIEFENTHALER,Não informado,Não informado,2005-01-11,Curta-metragem
185,Á João Guimarães Rosa,Marcelo G. Tassara,Brasil,1968,9,Não informado,Não informado,"-Melhor Filme de Curta-Metragem do V Festival de Brasília do Cinema Brasileiro - Brasília, DF - 1968-Melhor Filme de Curta-Metragem do Festival de Cinema de Carlos - São Carlos, SP - 1969-Melhor Filme de Curta-Metragem do I Festival de Cinema do Norte - Manaus, AM - 1969",,Curta-metragem
186,Abry,Joel Pizzini e Paloma Rocha,Brasil,2003,30,Não informado,Não informado,"Prêmio Tatu de Ouro - XXX Jornada da BahiaMelhor Vídeo no X Vitória Cine VídeoPrêmio de melhor curta no Festival É tudo Verdade, 2004Prêmio Margarida de Prata (CNBB) - Melhor filme documentário.",,Média-metragem
187,Alma corsária,Carlos Reichenbach,Brasil,1993,111,Dezenove Som e Imagem Produções,Não informado,"-Premio Del Trentennale para Melhor Filme na Mostra Internazionale del Nuovo Cinema, 30.. -Melhor Filme, Melhor Diretor, Melhor Montagem e Melhor Roteiro no Festival de Brasília, 26, 1993, Brasília - DF.",,Longa-metragem
188,Amar,Carlos Greg&oacute;rio,Brasil,1997,23,Não informado,Não informado,"-Melhor Roteiro no Festival de Gramado-Melhor Direção no RioCine Festival-Melhor Filme no Festival de Vitória-Melhor Direção, Roteiro e Júri Popular no Festival de Recife-Prêmio da Crítica no Festival de Curitiba-Melhor Roteiro no Festival de São Luiz-Melhor Direção no Festival de Cuibá.",,Curta-metragem
189,Cavalinho Azul,Eduardo Escorel,Brasil,1984,84,Não informado,Não informado,Não informado,,Longa-metragem
190,Portinholas,150 alunos da rede municipal de ensino de fundamental de Vit&oacute;ria - ES ,Brasil,2003,7,Não informado,Não informado,-IV Festival Brasileiro Estudantil de Animação - Animarte (RJ) - 2005 - 3º Lugar Júri Profissional/ Ensino Médio/Fundamental -26º Festival de Havana (Cuba) - 2004 - Menção Honrosa-Cine-Pe - Festival do Audiovisual (PE) - 2004 - Melhor Trilha Sonora Original e Prêmio Especial do Júri/Animação-FAM - 8º Florianópolis Audiovisual Mercosul (SC) - 2004 - Melhor Trilha Sonora Original e Melhor Animação em Curta-Metragem de 35mm-27º Festival Guarnicê (MA) - 2004 - Menção Honrosa,,Curta-metragem
191,Cidade oculta,Chico Botelho,Brasil,1986,75,Não informado,Não informado,"-Prêmio Sol de Ouro II Cine Rio Festival, 1986, RJ-Melhor Filme, Diretor, Ator Coadjuvante (Cláudio Mamberti) -Trilha Sonora, Música Origina, Melhor Fotografia, 1986.",,Longa-metragem
192,A hora da estrela,Suzana Amaral,Brasil,1985,96,Não informado,Não informado,INTERNACIONAIS:FESTIVAL INTERNACIONAL DE BERLIN - 1986Melhor Atriz : Marcélia CartaxoMenção Especial OCICMenção Especial Confederação Internacional CineclubesFESTIVAL INTERNACIONAL CRETEIL - 1986Melhor Direção : Suzana AmaralFESTIVAL DE HAVANA - 1986Melhor FilmeACADEMIA DE CINEMA ARTES E CIÊNCIAS DE HOLLYWOOD - 1986Indicado pelo Brasil para Competição de Melhor Filme EstrangeiroFESTIVAL DE CINEMA DOS PAISES DE LINGUA PORTUGUESA AVEIROS - 1988Melhor FilmeNACIONAIS:FESTIVAL DE BRASILIA - 1985Melhor FilmeMelhor Direção : Suzana AmaralMelhor Roteiro : Suzana Amaral/ Alfredo OrozMelhor Atriz : Marcélia CartaxoMelhor Ator : José DumontMelhor Montagem : Idê LacretaMelhor Cenografia : Clóvis BuenoMelhor Fotografia : Edgar MouraMelhor Trilha Sonora : Marcus ViniciusPrêmio da CríticaPrêmio do Júri PopularPrêmio OCICGOVERNADOR DO ESTADO DE SÃO PAULO - 1988Melhor Atriz : Marcélia CartaxoMelhor Direção : Suzana AmaralMelhor Montagem : Idê LacretaFESTIVAL DOS FESTIVAIS DE CINEMA BRASILEIRO DE NATAL - 1992Melhor Filme - Júri Popular,,Longa-metragem
452,O livro de Walachai,Rejane Zilles,Brasil,2007,15,Não informado,Não informado,Não informado,,Curta-metragem
193,Meteorango Kid - Heroi intergalático,Andr&eacute; Luiz Oliveira,Brasil,1969,80,Não informado,Não informado,-Melhor Filme - Segundo o Júri Popular - Margarida de Prata - OCIC - Ofício Católico - Internacional de Cinema (CNBB) - Festival de Pésaro Ítália.,,Longa-metragem
194,Onde andará Petrúcio Felker,Allan Sieber,Brasil,2001,11,Não informado,Não informado,"-8º Vitória Cine Vídeo - Melhor Animação e Prêmio Aquisição do Minc-5ª Mostra de Cinema de Tiradentes - Melhor Curta-Metragem-6º Festival de Cinema do Recife - Melhor Montagem em Animação e Melhor Curta, concedido pela ABD-PE-6º Festival de Cinema de Curitiba - Melhor Animação-10º Animamundi - 2º Melhor Filme Brasileiro-1º Funny Comedy Film Fest - Torta na Cara de Bronze Categoría Animação-1ª Mostra de Cinema de Ribeirão Preto - Melhor Curta Júri Popular",,Curta-metragem
195,O2 Conjunto Residencial,Adams Carvalho,Brasil,2005,5,Não informado,Não informado,-Melhor Curta de Animação - Curta Cinema - Festival Internacional de Curtas do Rio de Janeiro. 2005-Prêmio de Contribuição Artística no 10º Festival Brasileiro de Cinema Universitário da UFF-RJ 2005-Prêmio de Melhor Vídeo no XII Festival Internacional do Minuto Vivo  2005-Menção Honrosa no 14º Projeto Visualidade Nascente - USP 2005-Menção Honrosa no 15º Festival Internacional de Arte Eletrônica Videobrasil 2005-Menção Honrosa no 2º Curta Vídeo Votorantim  2005-Menção Honrosa no X Festival Nacional de Vídeo  Imagem em 5 Minutos - Bahia - 2005-Melhor Experimentação em Animação no Cineesquemanovo - Porto Alegre -  2006-Melhor Animação no 1º Arraial Cine Fest - Arrail D'Ajuda -  BA - 2006.,,Curta-metragem
196,Engolervilha,Mar&atilde;o,Brasil,2003,8,Não informado,Não informado,-11º Festival Internacional de Animação ANIMA MUNDI RJ / SP: Melhor Filme Brasileiro -10º Festival de Cinema de Vitória: Melhor Filme de Animação-Curta-SE em Sergipe: Melhor Filme de Animação-27º Festival Guarnicê de Cinema do Maranhão: Melhor Filme de Animação.,,Curta-metragem
448,Clandestina felicidade,Beto Normal e Marcelo Gomes,Brasil,1998,15,Não informado,Não informado,Não informado,,Curta-metragem
197,Desirella,Carlos Eduardo Nogueira,Brasil,2004,11,Não informado,Não informado,"-Prêmio de Produção da Quinta Seleção de Projetos em Mídias Digitais da Petrobrás-Prêmio de Melhor Vídeo Escolhido pelo Público e Prêmio Especial do Júri - XI Festival de Cuiabá, 2004-Prêmio de Melhor Animação e Prêmio de Melhor Trilha Sonora - I Festival de Belém do Cinema Brasileiro-Prêmio de Melhor Animação - XXVII Festival Guarnicê do Cinema Brasileiro-Prêmio de Melhor Trlha Sonora em Vídeo, Melhor Direção em Vídeo, Melhor Vídeo, Melhor Animação (35mm e vídeo) e Prêmio de Melhor Curta-Metragem da Crítica (35mm e vídeo) - XIV Cine Ceará-Prêmio de Melhor Animação, Melhor Roteiro e Melhor Vídeo - Festival de Vídeo de Santa Maria-Prêmio de Melhor Ficção e Melhor Vídeo - XII Festival de Vídeo de Gramado-Prêmio de Melhor Animação - XXXI Jornada Internacional de Cinema da Bahia-Prêmio Especial do Júri - II Festival Latinoamericano de Vídeo de Buenos Aires-Prêmio de Melhor Direção de Arte - 11º Vitórina Cine Vídeo-Prêmio de Melhor Animação - Hors Concours  do Festival de Vídeo de São Carlos-Prêmio de Melhor Animação - Festival Curta Cinema 2004-Prêmio Porta-Curtas - Festival Curta Cinema 2004-Melhor Animação em Vídeo - 5º Curta-SE",,Curta-metragem
198,Deu no jornal,Yanko del Pino,Brasil,2005,3,Não informado,Não informado,"-Festival Internacional de Curtas-Metragens de São Paulo 2005: Os 10 Mais, Escolha do Público no Festival e Prêmio Porta Curtas na Internet-Goiânia Mostra Curtas 2005: Troféu Iucuman Menção Honrosa-12º Vitória Cine Vídeo: Melhor Filme Animação-X Festival Nacional Imagem em 5 Minutos 2005 - Salvador Bahia: Prêmio Roberto Pires-Zemos 98 Octava Edición - Servilha - Espanha: DVD 9 Melhores-10º CINE PE: Prêmio Melhor Curta Metragem,  Prêmio Link Digital, Prêmio Quanta, Prêmio Lobocine, Prêmio Canal Brasil, Prêmio Kodak,  Prêmio CTAV-13º Festival de Cinema e Vídeo de Cuiabá: Prêmio Melhor Curta-Metragem-16º CINE CEARÁ - Festival Ibero-Americano de Cinema e Vídeo: Prêmio Melhor Roteiro.",,Curta-metragem
199,Pax,Paulo Munhoz,Brasil,2005,14,Não informado,Não informado,"-Prêmio Estímulo de Roteiro - 7º Festival de Cinema, Vídeo e Dcine de Curitiba 2003-Melhor Animação - 9º Festival de Cinema, Vídeo e Dcine de Curitiba 2005-Melhor Filme Paranaense de 2005 - Prêmio AVEC Ass. Vídeo e Cinema Paraná -Voto de Louvor da Câmara Municipal de Curitiba - 2005-Melhor Roteiro - 10º FAM - Florianópolis Audiovisual Mercosul 2006-Melhor Animação Brasileira - Rio de Janeiro - 14º. AnimaMundi - Festival Internacional de Animação do Brasil 2006-Melhor Animação Brasileira - São Paulo - 14º. AnimaMundi - Festival Internacional de Animação do Brasil 2006-Melhor filme - 3ª Mostra Pará Cine",,Curta-metragem
200,Os fiéis,Danilo Solferini,Brasil,2003,16,Ludodilm e FAAP - Fundação Armando Álvares Penteado,Não informado,-Prêmio Expressão Cultural - Festival Brasileiro de Cinema Universitário-Prêmio ABD- RJ - Festival Brasileiro de Cinema Universitário-Prêmio Melhor Direção - Festival Primeiro Plano-Prêmio Melhor Filme - Festival Cineamazônia.,,Curta-metragem
201,Comprometendo a atuação,Bruno Bini,Brasil,2006,17,J.P. Traven e Sinais Comunicação,Não informado,Não informado,,Curta-metragem
202,Perigo negro,Rog&eacute;rio Sganzerla,Brasil,1992,28,Tupan Realizações de Filmes e Vídeos Ltda.; Projeto Centenário Oswald de Andrade Cinema - Secretaria de Estado da Cultura de São Paulo,Não informado,Não informado,,Curta-metragem
203,Do dia em que Macunaíma e Gilberto Freyre visitaram...,S&eacute;rgio Zeigler e Vitor Angelo,Brasil,1998,20,Produtora Audiovisual QuarK,Não informado,Não informado,,Curta-metragem
204,Operação Morengueira,Chico Serra,Brasil,2005,16,"Cineclube Pela Madrugada, Cisco Kid Filmes e Wset Filmes",Não informado,Não informado,,Curta-metragem
446,Nelson Sargento,Estev&atilde;o Ciavatta,Brasil,1997,22,Não informado,Não informado,Não informado,,Curta-metragem
205,Com que roupa?,Ricardo van Steen,Brasil,1996,18,"Zohar, Movi&Art , Academia de Filmes e  RBS Vídeo SP",Não informado,-Melhor Fotografia - Festival de Gramado 1996,,Curta-metragem
206,O lençol branco,Juliana Rojas e Marco Dutra,Brasil,2004,17,Não informado,Não informado,Menção honrosa - Projeto Nacente da Universidade de São Paulo; Menção Honrosa pelo Júri da ABD&C e Destaque em Expressão Poética pelo júri oficial do Festival Brasileiro de Cinema Universitário; Menção Honrosa - 1º Panorama latino-Americano de Cinema Universitário; Melhor Direção - Primeiro Plano - Festival de Cinema de Juiz de Fora.,,Curta-metragem
207,Produto descartável,Flavia Rea e Rafael Primot,Brasil,2003,16,Encapotado Filmes ,Não informado,"31º Festival de Gramado/2003 - Prêmio Kikito de melhor atriz para Barbara Paz; 14º Festival Internacional de Curtas-Metragens de São Paulo/2003 - Prêmio ""Curtas Espaço Unibanco de Cinema"" e ""Um dos 10 filmes favoritos do público""; Festival de Vitória/2003 - Melhor filme prêmio votação popular online.",,Curta-metragem
