codigo,titulo,diretor,pais,ano,duracao,produtora,festivais,premios,data_lancamento,tipo_duracao
1699,Groelândia,Rafael Figueiredo,Brasil,2009,17,Manga Rosa Filme LTDA,- 37° Festival de Cinema de Gramado 2009- 20° Festival Internacional de Curtas-Metragens de São Paulo 2009- 36° Jornada Internacional de Cinema da Bahia 2009- 11º Festival Internacional de Cinema do Rio de Janeiro 2009- 35º Festival de Cine Iberoamericano de Huelva (Espanha) 2009- 25º Festival Internacional de Cinema de Guadalajara (México) 2010- 7º Festival de Cinema de Maringá 2010- 14º FAM 2010,- Melhor curta-metragem no 35º Festival de Cine Iberoamericano de Huelva (Espanha)- Melhor ator no 7º Festival de Cinema de Maringá 2010- Melhor ator no 14º FAM 2010,,Curta-metragem
1700,L,Thais Fujinaga,Brasil,2011,21,Tamago,Festival Internacional de Curtas de São PauloFestival de Brasília do Cinema BrasileiroMostra Curta GoiâniaCurta CinemaFestival Internacional de Curtas de BHAmazonas Film FestivalFestival de Mar del Plata (Argentina)Festival de Havana (Cuba),"Melhor Filme, Melhor Direção e Melhor filme da Crítica no Festival de BrasíliaPrêmio Avon, Prêmio CTAV, Prêmio ABD no Festival Internacional de Curtas de São PauloMelhor Curta no Goiânia Mostra Curtas",2011-08-26,Curta-metragem
1701,A grande viagem,Caroline Fioratti,Brasil,2011,16,Aurora Filmes,- Festival de Paulínia 2011 (Paulinia - Brasil)- 22º Festival Internacional de Curtas Metragem de SP (São Paulo - Brasil)- 38ª Jornada de Cinema da Bahia (Bahia - Brasil)- 6ª Mostra Cinema e Direitos Humanos na América do Sul (Brasil)- Mostrinha de Cinema Infantil de Vitória da Conquista 2011 (Vitória da Conquista - Brasil)- 28º Chicago International Children’s Film Festival (Chicago - USA)- Festival Internacional de Curtas Metragem do Rio de Janeiro 2011 (Rio de Janeiro - Brasil)- 35ª Mostra Internacional de Cinema  em São Paulo (São Paulo - Brasil)- Mostra Cinema Conquista 2011 (Vitória da Conquista - Brasil)- 8º CineFest Votorantim (Votorantim – Brasil) - VI Mostra Curta Audiovisual de Campinas (Campinas – Brasil)- 9º FestCine Amazônia (Porto Velho – Brasil),Não informado,2011-07-09,Curta-metragem
1702,Carnaval dos deuses,Tata Amaral,Brasil,2010,9,Tangerina Entretenimento ,Não informado,Não informado,,Curta-metragem
1975,Mãe Monstro,Cris Reque,Brasil,2003,18,Cooperativa de Vídeo - Distribuição: Modus Produtora,"* 31º Festival de Gramado Cinema Brasileiro e Latino, agosto 2003 – Mostra Gaúcha. * 14º Festival Internacional de curtas-metragens de São Paulo, SP – Mostra de filmes de Terror,  setembro 2003. * 3ª Goiânia Mostra Curtas, GO outubro de 2003.* Primeiro Plano, 2º Festival de Cinema de Juiz de Fora, MG novembro de 2003.* 2º Festival de Cinema Fantástico de Porto Alegre, outubro de 2006","31º FESTIVAL DE GRAMADO CINEMA BRASILEIRO E LATINO, AGOSTO 2003 – MOSTRA GAÚCHA. * Melhor filme 16mm * Melhor roteiro (Cris Reque)* Melhor montagem (Hique Montanari)* Melhor fotografia (Jorge Henrique Boca)* Melhor filme de diretor estreante (Mãe Monstro)4º PRÊMIO APTC DE CINEMA GAÚCHO -  Junho 2004- Melhor Roteiro - Cris RequePRÊMIO JOSÉ LEWGOY DO CINEMA GAÚCHO 2004Pelo pelo IECINE (Instituto Estadual de Cinema) da Secretaria Estadual da Cultura do RS* Melhor diretora de curta-metragem* Melhor roteiro",,Curta-metragem
1703,A dama do Peixoto,Allan Ribeiro e Douglas soares,Brasil,2011,11,3 Moinhos produções Artísticas,14ª Mostra de Cinema de Tiradentes; 3º Festival do Júri Popular; 10ª Mostra do Filme Livre; CineSul 2011; 6º Cine Ouro Preto; Curta-SE 11; 16º FBCU; V Panorama Coisa de Cinema; 5º Cinemúsica; Curta Taquary; Festivl de Cinema de Triunfo; Comunicurtas; 4º ENTRETODOS; Festival Intl de SP; 9º Curta Santos; Festival de Direitos Humanos; Curta Canoa 2011; Semana Paulistana de Curta-Metragem; Curta no Almoço 2011; Noia; Curta Cinema 2011; Goiania Mostra Curtas; Cineport; 1º Festival Lume; Cachaça Cinema Clube; Visões periféricas 2011; 13° Festival Internacional de Curtas de Belo Horizonte; Curta Cabo Frio 2011; Curta Ourinhos,Troféu Filme Livre - 10ª Mostra do Filme LivreFilme Mais Votado em Paraty - 3º Fest. do Júri PopularMelhor Som - 5º CineMúsicaPrêmio Especial do Júri - Triunfo 2011Melhor Filme - Comunicurtas 2011Melhor Documentário - Comunicurtas 2011Melhor Montagem - Comunicurtas 2011Melhor Personagem - Comunicurtas 2011menção honrosa - semana paulistanaMelhor documentário - Curta-SE 11Melhor documentário - 9º Curta Santosmelhor Montagem - 9º Curta SantosMelhor Curta - 4º ENTRETODOSMelhor Roteiro - 8º Amazonas Film Festival,,Curta-metragem
1704,Eu não quero voltar sozinho,Daniel Ribeiro,Brasil,2010,17,Lacuna Filmes,Não informado,"3º Festival Paulínia de Cinema (Melhor Filme e Melhor Roteiro - Júri Oficial, Melhor Filme - Júri Popular, Melhor Filme - Crítica); Entretodos 3 (Melhor Roteiro); CLOSE - Porto Alegre (Melhor Filme, Melhor Film Juri Popular, Melhor Roteiro, Melhor Ator, Melhor Atriz, Melhor Fotografia, Melhor Direção de Arte); 17º Festival de Cinema e Vídeo de Cuiabá (Melhor Filme Júri Popular e Melhor Direção); 18º Mix Brasil (Melhor Curta Nacional, Melhor Interpretação - Ghilherme Lobo, Melhor Roteiro); 4º For Rainbow (Melhor Direção, Melhor Fotografia); 17º Vitória Cine Vídeo (Melhor Roteiro); 6º Festival de Atibaia Internacional do Audiovisual (Troféu Sapuari - Melhor Filme, Melhor Ator e Melhor Atriz); Festival Rio Gay (Melhor Curta Metragem - Juri Popular); Curtamazônia (Melhor Ator - Ghilherme Lobo); Festival de Cinema de Campina Grande (Melhor Ficção, Melhor filme pelo júri popular, Melhor direção, Melhor trilha sonora, Melhor ator - Ghilherme Lobo); Curta Taquary (Melhor Curta Metragem de Ficção e Melhor Ator: Ghuilherme Lobo; Prêmio Especial da ABD/APECI-PE; FEPEC - Prêmio Cineclubista - Melhor Filme para Reflexão); Curta Santos (Melhor Direção); Curta-Se (Melhor Curta Metragem de Ficção); Prêmio Cidadania em Respeito à Diversidade -Categoria: Curta Metragem;Internacionais: Torino GLBT Film Festival (Melhor Curta Metragem - Público, Menção Honrosa - Juri Oficial); OutFest (Outstanding Dramatic Short Film); Qfest - Philadelphia International Gay & Lesbian Film Festival (Melhor Curta Metragem - Juri Popular); Louisville LGBT Film Festival(Melhor Curta Metragem); Festival Internacional de Cine de Monterrey (Melhor Curta Metragem); International Film Festival Nueva Mirada (Pipa de Ouro - Melhor Curta Metragem para Jovens); Outflix Film Festival (Best Short Film - Jury Award); Skeive Filmer / Oslo Gay & Lesbian Film Festival (Melhor Curta - Prêmio do Público; Melhor Curta - Prêmio do Júri); Queer Lisboa (Melhor Curta - Prêmio do Público); Out on Film (Best Men's Short - Audience Award); Vencedor do Iris Prize; Southwest Gay And Lesbian Film Festival (Melhor Curta - Prêmio do Público); Chéries-Chéris (Prêmio Pink TV de curta metragem); ImageOut The Rochester Lesbian & Gay Film & Video Festival (Melhor Curta Independente - Prêmio do Público); Reel Affirmations - The Washington, DC International Gay and Lesbian Film Festival(Melhor Curta - Prêmio do Público); Seattle Lesbian & Gay Film Festival (Menção Honrosa e Melhor Curta Metragem Gay - Prêmio do Público); Pittsburgh International Lesbian and Gay Film Festival (Melhor Curta - Men's Short - Prêmio do Público); Sacramento International Gay & Lesbian Film Festival (Melhor Curta - Prêmio do Público); Perlen - Queer Film Festival Hannover (Melhor Curta - Prêmio do Público); Corona Cork (Prêmio OutLook - Melhor curta LGBT); Queerish (Prêmio do Público - Melhor Curta Metragem) ",,Curta-metragem
1705,O plantador de quiabos,Coletivo Santa Madeira,Brasil,2010,15,Coletivo Santa Madeira e Teatro Oficina,21 Festival de Curtas de SP (2010)17 Vitória CineVídeo (2010)Mostra do Audiovisual Paulista (2010)Festival da Serra do Cipó (2011)Mostra de Tiradentes (2011)Festival do Júri Popular (2011)Northern Wave Festival - Islândia (2011)9th Guadalajara Film Market (2011)TAKE 1 Mostra de Indaiatuba (2011)Festival Internacional Uruguai (2011)Brussell Short Film Festival (2011)Kimera Int. Film Festival (2011)Mostra de Cine Ambiental UFF (2011)Cine Ceará (2011)FICA - Fest. Int. Cine Ambiental (2011)FAM – Floripa (2011)Festival Latino de Rosario - ARG (2011)Festival Latino na Austria (2011)DC Shorts Film Festival  (2011)Terra di Tutti Film Festival (2011)Shnit Int. Short Film - Suíca (2011)FESTIVAL CHILE FESANCOR (2011)Fest. Visões Periféricas (2011)Festival CineMato - Cuiaba (2011)Mostra de Direitos Humanos America do Sul (2011)11 Goiania Mostra Curta (2011)Festival Cine Favela (2011)Festival Pop Itapeva (2011)Mostra da Conquista - Vitória-BA (2011),Prêmio Dona Mercês (Festival Serra do Cipó)Prêmio Menção Honrosa (Festival Juri Popular)Premio Cardume (Festival UFF)Prêmio Aquisição Canal Brasil (Festival Cine CearaMelhor Filme pelo Juri Critica (FAM 2011)Melhor Filme pelo Juri Popular (FAM 2011)Premio Aqusição RTP (FAM 2011)Melhor Ator (Festival Latino de Rosario - ARGENTINA)Premio Feisa (Fest. Curtas Santiago - CHILE)Melhor Curta pelo Júri Popular (Mostra Goiania),,Curta-metragem
1706,Doce de coco,ALLAN DEBERTON,Brasil,2010,20,Deberton Filmes,"- 22º FESTIVAL INTERNACIONAL DE CURTAS DE SÃO PAULOSÃO PAULO, BRASIL, 2011Doce de Coco na Lista dos 10 Melhores Filmes do Ano no 22º Festival Kinoforum SP-V FESTIVAL DE CINEMA E VIDEO DOS SERTÕESFLORIANO, PI, BRASIL, 2010.-V TUDO SOBRE MULHERES – FESTIVAL DE CINEMA FEMININO CHAPADA DOS GUIMARÃES, MT, BRASIL, 2010.-VI FESTIVAL ARUANDA DE CINEMA BRASILEIROJOÃO PESSOA, PB, BRASIL, 2010-8º FESTIVAL DE CINEMA DE MARINGAMARINGA, PR, BRASIL, 2011-2º FESTIN - FESTIVAL DE CINEMA ITINERANTE DE LINGUA PORTUGUESALISBOA, PORTUGAL, 2011-2º TANZ CINE BRASIL DAR ES SALAAM, TANZÂNIA, ÁFRICA, 2011-FICIC - FESTIVAL INTERNACIONAL DE CINEMA INDEPENDIENTE DE COSQUINCOSQUIN, ARGENTINA, 2011-21º CINE CEARÁ - FESTIVAL IBEROAMERICANO DE CINEMAFORTALEZA, CE, 2011-FESTIVAL INTERNACIONAL LUME DE CINEMASÃO LUIZ, MARANHÃO, BRASIL, 2011-III QUIXADÁ MOSTRA CINEMAQUIXADA, CE, BRASIL, 2011 -HUATULCO FILM & FOOD FESTIVALHUATULCO, MÉXICO, 2011 - V FESTIVAL DE CINEMA COM FARINHAPATOS, PB- CURTA TAQUARYTAQUARITINGA, PERNABUCO 2011- V CURTA CABO FRIOCABO FRIO, RJ, 2011-2º CURTA AMAZÔNIARONDONIA, 2011- 6º MOSTRA CINEMA E DIREITOS HUMANOS DA AMERICA DO SULBRASIL, 2011-FESTIVAL BRASILCINE STOCKHOLMSUÉCIA, 2011- 5º FESTIVAL DE CINEMA NA FLORESTABRASIL, 2011- LAKINO, 2º LATIN AMERICAN SHORT FILM FESTIVAL BERLINBERLIN, ALEMANHA, 2011- 19º FESTIVAL INTERNACIONAL CHILENO DE CORTOMETRAJES DE SANTIAGOCHILE, 2011- 34º FESTIVAL GUARNICE DE CINEMASÃO LUIS, MA, BRASIL, 2011- III CURTA NEBLINABRASIL, 2011- 3º FESTIVAL LATINOAMERICANO IMÁGENE SOCIALESARGENTINA, 2011- 2º FESTICINE MARACANAÚMARACANAÚ, CEARÁ, 2011-7º CURTA CANOA – FESTIVAL LATINOAMERICANO DE CINEMA DE CANOA QUEBRADAARACATI, CEARÁ, 2011- 6º FESTIVAL DE CINEMA DE CASCAVELCASCAVEL, PR, 2011- 18º FESTIVAL DE CINEMA E VÍDEO DE CUIABÁ CUIABÁ, MATO GROSSO, 2011- 7º CURTA OURINHOSOURINHOS, SP, 2011- 9º CINEFESTAMAZÔNIAPORTO VELHO, RO, 2011- 8º CINEFEST VOTORANTIMVOTORANTIM, SP, 2011- 8º MOSTRA CINEMA POPULAR BRASILEIRORIO DAS OSTRAS, RJ, 2011- 9º FES’AFILM – FESTIVAL INTERNACIONAL DU FILM LUSOPHONE ET FRANCOPHONE DE MONTPELLIERMONTPELLIER , FRANÇA, 2011- MOSTRA CINEMA CONQUISTA – ANO 7VITÓRIA DA CONQUISTA, BA, 2011-2º FESTIVAL NACIONAL DE CINEMA DE PETRÓPOLISPETRÓPOLIS, RJ, 2011-X ARARIBÓIA CINENITERÓI, RJ, 2011- III FESTIVAL DE CINEMA DE PARAUAPEBASPARAUAPEBAS, PA, 2011- III MOSTRA CINE CREEDPERNAMBUCO, PE, 2011","- Melhor Filme Juri Popular- Melhor Diretor – Allan Deberton- Melhor Atriz – Débora Ingrid(FESTIVAL NACIONAL DE CINEMA DOS SERTÕES - FLORIANO, PI, BRASIL, 2010)- Mensão Honrosa – Filme Destaque (FESTIVAL INTERNACIONAL DE CINEMA INDEPENDIENTE DE COSQUIN - COSQUIN, ARGENTINA 2011)- Melhor Produção Cearense - Prêmio BNB de Cinema(21º CINE CEARÁ, FORTALEZA, CE, BRASIL, 2011)- Melhor Filme Juri Oficial(V FESTIVAL CINEMA COM FARINHA, PATOS, PB, 2011)- Melhor Curta em Película- Melhor Diretor – Allan Deberton- Melhor Roteiro – Allan Deberton(V FESTIVAL CURTA CABO FRIO, CABO FRIO, RJ, 2011)- Melhor Fotografia – Curta Metragem Nacional Ficção – Kátia Coelho e Naji Sidki- Melhor Atriz – Débora Ingrid(4º CURTA TAQUARY – TAQUARITINGA DO NORTE, PE, 2011)- Melhor Filme Nacional- Melhor Ficção- Melhor Roteiro – Allan Deberton- Melhor Atriz – Débora Ingrid(35º FESTIVAL DE CINEMA GUARNICÊ, SÃO LUIZ, MA, 2011)- Melhor Roteiro – Allan Deberton(2º FESTICINE MARACANAÚ, MARACANAÚ, CE, 2011)- Melhor Direção – Allan Deberton(2º FESTIVAL NACIONAL DE CINEMA DE PETRÓPOLIS, PETRÓPOLIS, RJ, 2011)",,Curta-metragem
1707,A tal guerreira,Marcelo Caetano,Brasil,2008,14,PaleoTV,Não informado,Não informado,,Curta-metragem
1708,Oferenda,Ana B&aacute;rbara Ramos,Brasil,2011,17,Pigmento Cinematográfico e Filmes a Granel,"cineop, femina 2011, festival internacional de curtas de São Paulo, Goiania Mostra Curtas, Cineport, Curta Cinema, ForumDOC.BH",menção honrosa no Cineport - Festival de cinema de paises de lingua portuguesa,,Curta-metragem
1709,Carnaval Atlântida,Jos&eacute; Carlos Burle,Brasil,1952,92,Atlântida Empresa Cinematográfica do Brasil ,Não informado,Não informado,,Longa-metragem
1710,Sinhá Moça,Tom Payne,Brasil,1953,108,Companhia Cinematográfica Vera Cruz,Não informado,Não informado,,Longa-metragem
1711,Limite,M&aacute;rio Peixoto,Brasil,1930,120,Não informado,Não informado,Não informado,,Longa-metragem
1712,Dois mundos,Thereza Jessouroun,Brasil,2009,15,Kinofilmes,"-  42º Festival de Brasília do Cinema Brasileiro 2009-  16º Vitória cine Vídeo 2009-  Mostra Panorama da 13ª Mostra de Cinema de Tiradentes 2010-  Competição Oficial do Los Angeles Brazilian Festival 2010-  Femina 2010 – Festival Internacional de Cinema Feminino (RJ)-  2º Festival do Júri Popular (17 cidades brasileiras)- CINESUL 2010 - Festival Ibero-Americano de Cinema e Vídeo-  21º Festival Internacional de Curta-metragens de São Paulo (08/2010)- 10º Festival Iberoamericano de Curta-metragens de Sergipe (09/2010)-  3º Festival Entretodos de Curtas de Direitos Humanos -  5ª Mostra de Direitos Humanos da América do Sul (20 capitais brasileiras) ( 8/11 a 19/12/10)- Competição oficial do Festival do Rio 2010  -  17º Festival de Cinema e Vídeo de Cuiabá(outubro 2010)-  Mostra Competitiva de Curtas-metragens-Brasil do 7º Amazonas Film (Nov/2010)-  Noite Contemporânea Cine Fest RJ-  I Festival Macaé Cine 2011-  Mostra Acenda Uma Vela  em 16 cidades do Estado de Alagoas-  IX ARARIBÓIA CINE – FESTIVAL DE NITERÓI-  Seleção Oficial da II Curta Goiamum - Mostra Competitiva Nacional, Natal 2011- Mostra “Curta Filme Curta” no Sesc MG Abril 2011- Festival  “Assim Vivemos” Agosto 2011 RJ-  Mostra Revirada Cultural em Goiânia Setembro 2011",-  Prêmio Melhor Roteiro no 42º Festival de Brasília do Cinema Brasileiro 2009- Prêmio Melhor Som no 42º Festival de Brasília do Cinema Brasileiro 2009- Prêmio Melhor Documentário no 16º Vitória cine Vídeo 2009- Grande Prêmio no Femina 2010 – Festival Internacional de Cinema Feminino (RJ)-  Prêmio Melhor Documentário no 2º Festival do Júri Popular (17 cidades brasileiras)- Prêmio Melhor Filme em São Paulo no 2º Festival do Júri Popular (17 cidades brasileiras)-  Menção Honrosa no CINESUL 2010 - Festival Ibero-Americano de Cinema e Vídeo-  Prêmio Porta Curtas  na Premiére Brasil do Festival do Rio 2010  - Melhor Direção no 17º Festival de Cinema e Vídeo de Cuiabá(outubro 2010)- Prêmio Melhor Documentário no Júri Popular no Noite Contemporânea Cine Fest RJ-  Prêmio Melhor Curta-Metragem Documentário no I Macaé Cine 2011-  Prêmio Melhor Filme no IX ARARIBÓIA CINE – FESTIVAL DE NITERÓI-  Eleito Filme do Ano (2010) pelos usuários do PORTA CURTAS DA PETROBRAS-  Finalista na categoria documentário de curta-metragem no GRANDE PRÊMIO DO CINEMA BRASILEIRO  DE 2010-  Prêmio Melhor Curta Documentário no I Festival Cine Macaé,,Curta-metragem
1713,O caso dos irmãos Naves,Luiz S&eacute;rgio Person,Brasil,1967,92,Lauper Films,Não informado,Não informado,,Longa-metragem
1714,Pugile,Danilo Solferini,Brasil,2007,21,Politheama Filmes ,• Curta Cinema 2007• 9ª Mostra Londrina de Cinema• 5º Curta Santos,• Melhor Filme de ficção.• Melhor Filme e Melhor Fotografia.• Melhor Filme.,,Curta-metragem
1715,Cega seca,Sofia Federico,Brasil,2003,24,Araçá Azul e Rodamundo,"Participou de mostras competitivas de mais de 15 festivais, a exemplo do Goiânia Mostra Curtas, 30a Jornada Internacional de Cinema da Bahia, 14o Festival Internacional de Curtas-Metragens de São Paulo, 1o Curta Franca, 13a Mostra Curta Rio, 16º Encontro de Cinema Latino-Americano de Toulouse.","•13º Cine Ceará - Melhor filme, Melhor roteiro e Melhor ator (Agnaldo Lopes)•26º Guarnicê de Cinema e Video - Melhor filme da Mostra Refestança•5º Festival Internacional TIM de Curtas de Belo Horizonte - Melhor filme (Seleção Curta Minas)•7ª Mostra de Cinema de Tiradentes - Melhor filme eleito pelo júri popular•11º Vitória Cine Vídeo - Melhor filme eleito pelo júri popular•Mostra Internacional de Cinema e Vídeo Ambiental CineAmazônia 2004 - Melhor filme•Festival Amazonas Filmes Curta Brasil 2004 – Melhor fotografiaIndicado em 2004 ao Prêmio da Academia Brasileira de Cinema como melhor produção de 2003.",2003-03-13,Curta-metragem
1716,Também sou teu povo,-,Brasil,2006,13,Centro Dragão do Mar de Arte e Cultura,Festival Cine Ceará 2006Festival Internacional de Curtas-metragem de São PauloCurta Cinema 2006Goiâia Mostra Curtas 2006 1º For Rainbow 2007Entre outros,Desenho Sonoro e edição  no 1º For Rainbow.,,Curta-metragem
1717,Acercadacana,Felipe Peres Calheiros,Brasil,2010,20,Coletivo Asterisco,"- 43º Festival de Brasília do Cinema Brasileiro - Prêmio de Melhor Filme e Melhor Montagem - Curta-Metragem 35mm – 11/2010;- XV CINE PE – Festival do Audiovisual de Pernambuco - Menção Honrosa da ABD-PE – 05/2011- 6.º Festival Internacional de Atibaia – 05/2011;- XIII FICA – Festival de Cinema Ambiental de Goiás – 06/2011;- 6ª CINEOP - Mostra de Cinema de Ouro Preto/MG – 06/2011;- CINE FUTURO - VII Seminário Internacional de Cinema e Audiovisual – Salvador/BA – 07/2011;- 2011 Ventura Film Festival, Califórnia – EUA – 07/2011;- 7ª Mostra de Cinema do Festival de Inverno de Garanhuns/PE – 07/2011;- 1º Festival Internacional Lume de Cinema – São Luís/MA – 07/2011;- The Boonies International Film Festival 2011, Pennsylvania – EUA 08/2011;- 16º Festival Brasileiro de Cinema Universitário -  Rio de Janeiro, 08/2011;- 22º Festival Internacional de Curtas de São Paulo – 08/2011;- VI Comunicurtas – Campina Grande/PB – Prêmio de Filme Mais Ousado; Prêmio João Carlos Beltrão - Melhor Plano Cinemetográfico - 08/2011;- 4.º Festival de Cinema de Triunfo/PE – 08/2011;- Curta Taquary – Festival de Curtas de Taquaritinga do Norte-PE – 09/2011- Festival de Cinema e Cultura da América Latina de Biarritz – França – 09/2011;- DOCUWEST - 2011 International Documentary Film Festival, Colorado – EUA 09/2011;- 5º Festival CINEPORT – Festival de Cinema de Países de Língua Portuguesa – João Pessoa/PB – 09/2011;- III Festival do Filme Etnográfico do Recife;- Festival BrasilCine Stockholm 2011- Suécia – 10/2011;- 6ª Mostra Cinema e Direitos Humanos na América do Sul – Brasil – 10/2011;- FESANCOR 2011- Festival Chileno Internacional de Cortometraje de Santiago - 10/2011;- Festival Visões Periféricas 2011 – Rio de Janeiro -10/2011;- Festival Terra Di Tutti Film – Bologna/Itália – 10/2011;- Festival Internacional de Cine de Valdivia – Chile - Prêmio de Melhor Curta-metragem Latinoamericano e Menção Especial do Prêmio Dom Quixote da Federação Internacional de Cineclubes - 10/2011;- CINEMATO - 18º Festival de Cinema e Vídeo de Cuiabá – Menção Honrosa - 10/2011;- Festival International Signes de Nuit – Paris, França – 10/2011;- Curta Cinema - Festival Internacional de Curtas do Rio de Janeiro, 10/2011;- Astoria/LIC Film Festival – Nova Iorque, EUA – 10/2011; -  21.º London Latin American Film Festival, Inglatrra, 2011, 11/2011.- 3º CURTA NEBLINA- Festival Latino-Americano de Cinema - Ribeirão Pires/SP, 11/2011;- Forumdoc.bh - 15° Festival do Filme Documentário e Etnográfico – Belo Horizonte/MG – 11/2011;- IV Janela Internacional de Cinema do Recife – 11/2011;- I Brazilian Winter Festival – Estocolmo, Suécia – 11/2011;- TRASGUARDI 2011 - FORUM DOCUMENTARISTICO, Trento, Itália – 11/2011;- Cine Brasil SESI, Maceió-AL, 11/2011;- FESTCINEAMAZÔNIA 2011, Porto Velho-RO, 11/2011; - I Mostra Canavial de Cinema, Zona da Mata de Pernambuco, 11/2011;- 2º Festival Nacional de Cinema de Petrópolis-RJ, 11/2011;- 15ª Mostra Internacional do Filme Etnográfico, Rio de Janeiro-RJ, 11/2011;- 33.º Festival Internacional del Nuevo Cine Latinoamericano - Havana, Cuba – 12/2011;- II CachoeiraDoc - Festival de Documentários de Cachoeira/BA – 12/2011.- Mostra do Curta Nordestino, 12/2011, Natal-RN;- 13º Festival de Vídeo de Pernambuco, 12/2011;- Miragem 2011, Mostra de Cinema e Vídeo de Miracema-TO; 12/2011; ",- 43º Festival de Brasília do Cinema Brasileiro - Prêmio de Melhor Filme e Melhor Montagem - Curta-Metragem 35mm – 11/2010;- VI Comunicurtas – Campina Grande/PB – Prêmio de Filme Mais Ousado; Prêmio João Carlos Beltrão - Melhor Plano Cinemetográfico - 08/2011;- Festival Internacional de Cine de Valdivia – Chile - Prêmio de Melhor Curta-metragem Latinoamericano e Menção Especial do Prêmio Dom Quixote da Federação Internacional de Cineclubes - 10/2011;,2010-11-26,Curta-metragem
1718,Ônibus 174,Jos&eacute; Padilha,Brasil,2002,118,Zazen Produções Audiovisuais,"doc Lisboa, Guadalajara, Sundance, Taipei FF, Tallin Int. FF, Fribourg, Israel FF, Mostra de Berlin, New Directors, One World IFF, FICA",Emmy Awards,2002-10-22,Longa-metragem
1719,Estamira,Marcos Prado,Brasil,2006,116,Zazen Produções ,"O filme “Estamira” teve sua estréia no Festival Internacional do Rio de Janeiro, em Setembro de 2004, no qual recebeu o prêmio de Melhor Documentário pelo júri oficial. Em Outubro do mesmo ano, participou da Mostra Internacional de Cinema de São Paulo, conquistando também o prêmio de Melhor Documentário pelo júri oficial. Em Janeiro de 2005, foi exibido no prestigioso Festival Internacional de Rotterdam com uma excelente repercussão, para em seguida receber o prêmio especial do júri no Festival Internacional de Miami. O filme “Estamira”, segue agora para o Festivais Internacionais de Guadalajara, no México e Minneapolis, nos Estados Unidos. Além de ter sido convidado para o Festival de Paris.","O filme “Estamira” teve sua estréia no Festival Internacional do Rio de Janeiro, em Setembro de 2004, no qual recebeu o prêmio de Melhor Documentário pelo júri oficial. Em Outubro do mesmo ano, participou da Mostra Internacional de Cinema de São Paulo, conquistando também o prêmio de Melhor Documentário pelo júri oficial. Em Janeiro de 2005, foi exibido no prestigioso Festival Internacional de Rotterdam com uma excelente repercussão, para em seguida receber o prêmio especial do júri no Festival Internacional de Miami. O filme “Estamira”, segue agora para o Festivais Internacionais de Guadalajara, no México e Minneapolis, nos Estados Unidos. Além de ter sido convidado para o Festival de Paris.",2006-07-28,Longa-metragem
1720,Sala de milagres,Cl&aacute;udio Marques e Mar&iacute;lia Hughes,Brasil,2011,14,Coisa de Cinema Cinema e Vídeo,•8º Amazonas Film Festival (Menção Honrosa pelo Júri Oficial)•II CachoeiraDoc (Menção Honrosa pelo Júri Jovem)•22º Festival Internacional de Curtas de São Paulo•Festival Internacional de Curtas de Belo Horizonte•Festival Visões Periféricas - 2011•Cine Futuro - 2011•11º Festival de Cinema de Goiânia•5º Mostra CineBH•III Semana dos Realizadores•Curta Cinema 2011•2º FESTIVAL NACIONAL DE CINEMA DE PETRÓPOLIS 2011•15ª Mostra Internacional do Filme Etnográfico•7ª edição do Festival Aruanda do Audiovisual Brasileiro•Santa Maria Vídeo e Cinema 2011•VII Mostra Conquista,•8º Amazonas Film Festival (Menção Honrosa pelo Júri Oficial)•II CachoeiraDoc (Menção Honrosa pelo Júri Jovem),,Curta-metragem
1721,Aloha,Nildo Ferreira e Paula Luana Maia,Brasil,2010,15,Querô Filmes LTDA - ME,I Festival RVCA de Curtas – MetragensFest – Festival Internacional de Cinema JovemFestival Assim Vivemos – Festival Internacional de Filmes Sobre Deficiência – 2011Festival Audiovisual do Sertão Paraibano9º Festival Curta SantosCurta Cabo Frio22º Festival Internacional de Curtas – Metragens de São Paulo5º Festival Visões PeriféricasMostra Online Kinooiko7º Festival Ourinhos7º Festival Cine FavelaII Cine CreedIV Edição do Cine MuBE Vitrine Independente.,Melhor  Documentário e de Crítica – Festival Curta SantosMelhor Documentário Digital - Festival Cabo FrioMenção Honrosa - Festival Visões Periféricas,,Curta-metragem
1722,Engano,Cavi Borges,Brasil,2008,12,Cavideo Produções,Não informado,Melhor Ator no Brazilian Film Festival 2008Melhor Atriz no Festival de Curtas de cabo Frio 2008Melhor Curta de Ficção no Festival Mosca 2008 - Cambuquira - MG 2008Melhor Curta de Ficção no Festival PUTZ - Curitiba - PR 2008Melhor Curta de Ficção no Festival REC - Vitória - ES 2008Melhor Curta de Ficção no Festival Vale Curtas - 2008 Melhor Curta no Santa Maria Vídeo e Cinema 2008Melhor direção no Santa Maria Vídeo e Cinema 2008Melhor Curta de Ficção no Curta-se: Festival de Curtas-Metragens de Sergipe 2008 ,,Curta-metragem
1723,Narradores de Javé,Eliane Caff&eacute;,Brasil,2003,102,Bananeira Filmes,Não informado,Não informado,,Longa-metragem
